cpu2006|444.namd|vtype|0|312.209218
cpu2006|444.namd|vtype|1|313.274154
cpu2006|444.namd|vtype|2|313.142829
cpu2006|444.namd|vtype|3|313.934211
cpu2006|444.namd|vtype|4|313.45954
cpu2006|447.dealII|vtype|0|835.356915
cpu2006|447.dealII|vtype|1|839.540408
cpu2006|447.dealII|vtype|2|836.247875
cpu2006|447.dealII|vtype|3|835.181153
cpu2006|447.dealII|vtype|4|834.468226
cpu2006|450.soplex|vtype|0|274.082418
cpu2006|450.soplex|vtype|1|274.364023
cpu2006|450.soplex|vtype|2|274.730422
cpu2006|450.soplex|vtype|3|275.745889
cpu2006|450.soplex|vtype|4|271.827291
cpu2006|453.povray|vtype|0|192.076653
cpu2006|453.povray|vtype|1|189.34605
cpu2006|453.povray|vtype|2|187.643671
cpu2006|453.povray|vtype|3|188.869699
cpu2006|453.povray|vtype|4|189.624487
cpu2006|471.omnetpp|vtype|0|261.014622
cpu2006|471.omnetpp|vtype|1|264.494688
cpu2006|471.omnetpp|vtype|2|261.924365
cpu2006|471.omnetpp|vtype|3|262.482259
cpu2006|471.omnetpp|vtype|4|261.692462
cpu2006|473.astar|vtype|0|432.103099
cpu2006|473.astar|vtype|1|433.056705
cpu2006|473.astar|vtype|2|436.364238
cpu2006|473.astar|vtype|3|435.90354
cpu2006|473.astar|vtype|4|436.084102
cpu2006|483.xalancbmk|vtype|0|638.063515
cpu2006|483.xalancbmk|vtype|1|643.579081
cpu2006|483.xalancbmk|vtype|2|643.701579
cpu2006|483.xalancbmk|vtype|3|640.835601
cpu2006|483.xalancbmk|vtype|4|638.681748
cpu2017|507.cactuBSSN_r|vtype|0|326.942751
cpu2017|507.cactuBSSN_r|vtype|1|324.583014
cpu2017|507.cactuBSSN_r|vtype|2|325.162184
cpu2017|507.cactuBSSN_r|vtype|3|325.974638
cpu2017|507.cactuBSSN_r|vtype|4|325.215818
cpu2017|508.namd_r|vtype|0|310.911485
cpu2017|508.namd_r|vtype|1|310.100259
cpu2017|508.namd_r|vtype|2|308.82309
cpu2017|508.namd_r|vtype|3|308.465819
cpu2017|508.namd_r|vtype|4|312.806949
cpu2017|510.parest_r|vtype|0|1415.825172
cpu2017|510.parest_r|vtype|1|1413.429972
cpu2017|510.parest_r|vtype|2|1413.567399
cpu2017|510.parest_r|vtype|3|1413.961051
cpu2017|510.parest_r|vtype|4|1414.54884
cpu2017|511.povray_r|vtype|0|727.579675
cpu2017|511.povray_r|vtype|1|733.445882
cpu2017|511.povray_r|vtype|2|739.722713
cpu2017|511.povray_r|vtype|3|727.688968
cpu2017|511.povray_r|vtype|4|729.252462
cpu2017|526.blender_r|vtype|0|426.937179
cpu2017|526.blender_r|vtype|1|426.560439
cpu2017|526.blender_r|vtype|2|426.540157
cpu2017|526.blender_r|vtype|3|426.449604
cpu2017|526.blender_r|vtype|4|426.277351
cpu2017|520.omnetpp_r|vtype|0|707.548379
cpu2017|520.omnetpp_r|vtype|1|699.448932
cpu2017|520.omnetpp_r|vtype|2|688.556974
cpu2017|520.omnetpp_r|vtype|3|693.765525
cpu2017|520.omnetpp_r|vtype|4|687.347028
cpu2017|523.xalancbmk_r|vtype|0|692.779808
cpu2017|523.xalancbmk_r|vtype|1|690.361184
cpu2017|523.xalancbmk_r|vtype|2|686.082483
cpu2017|523.xalancbmk_r|vtype|3|689.770407
cpu2017|523.xalancbmk_r|vtype|4|692.529837
cpu2017|531.deepsjeng_r|vtype|0|347.36252
cpu2017|531.deepsjeng_r|vtype|1|346.498344
cpu2017|531.deepsjeng_r|vtype|2|347.481964
cpu2017|531.deepsjeng_r|vtype|3|346.836759
cpu2017|531.deepsjeng_r|vtype|4|346.862101
cpu2017|541.leela_r|vtype|0|1121.815514
cpu2017|541.leela_r|vtype|1|1123.096428
cpu2017|541.leela_r|vtype|2|1124.502074
cpu2017|541.leela_r|vtype|3|1122.100569
cpu2017|541.leela_r|vtype|4|1123.3205
